from	to	source	database
Ccl20	Ccr4	ppi_lr	ppi_prediction
Cxcl9	Ccr4	ppi_lr	ppi_prediction
Pnoc	Ccr4	ppi_lr	ppi_prediction
Nms	Ccr4	ppi_lr	ppi_prediction
Npw	Ccr4	ppi_lr	ppi_prediction
Npb	Ccr4	ppi_lr	ppi_prediction
Rln3	Ccr4	ppi_lr	ppi_prediction
Ccl19	Ccr4	ppi_lr	ppi_prediction
Cxcl16	Ccr4	ppi_lr	ppi_prediction
Ccl28	Ccr4	ppi_lr	ppi_prediction
Hebp1	Ccr4	ppi_lr	ppi_prediction
Apln	Ccr4	ppi_lr	ppi_prediction
Gm13306	Ccr4	ppi_lr	ppi_prediction
Insl5	Ccr4	ppi_lr	ppi_prediction
Sst	Ccr5	ppi_lr	ppi_prediction
Ccl20	Ccr5	ppi_lr	ppi_prediction
Cxcl9	Ccr5	ppi_lr	ppi_prediction
Pnoc	Ccr5	ppi_lr	ppi_prediction
Nms	Ccr5	ppi_lr	ppi_prediction
Npw	Ccr5	ppi_lr	ppi_prediction
Npb	Ccr5	ppi_lr	ppi_prediction
Rln3	Ccr5	ppi_lr	ppi_prediction
Ccl19	Ccr5	ppi_lr	ppi_prediction
Cxcl16	Ccr5	ppi_lr	ppi_prediction
Ccl28	Ccr5	ppi_lr	ppi_prediction
Hebp1	Ccr5	ppi_lr	ppi_prediction
Apln	Ccr5	ppi_lr	ppi_prediction
Gm13306	Ccr5	ppi_lr	ppi_prediction
Insl5	Ccr5	ppi_lr	ppi_prediction
Sst	Ccr6	ppi_lr	ppi_prediction
Cxcl9	Ccr6	ppi_lr	ppi_prediction
Pnoc	Ccr6	ppi_lr	ppi_prediction
Nms	Ccr6	ppi_lr	ppi_prediction
Npw	Ccr6	ppi_lr	ppi_prediction
Npb	Ccr6	ppi_lr	ppi_prediction
Rln3	Ccr6	ppi_lr	ppi_prediction
Ccl19	Ccr6	ppi_lr	ppi_prediction
Cxcl16	Ccr6	ppi_lr	ppi_prediction
Ccl28	Ccr6	ppi_lr	ppi_prediction
Hebp1	Ccr6	ppi_lr	ppi_prediction
Apln	Ccr6	ppi_lr	ppi_prediction
Gm13306	Ccr6	ppi_lr	ppi_prediction
Insl5	Ccr6	ppi_lr	ppi_prediction
Sst	Ccr8	ppi_lr	ppi_prediction
Ccl20	Ccr8	ppi_lr	ppi_prediction
Cxcl9	Ccr8	ppi_lr	ppi_prediction
Pnoc	Ccr8	ppi_lr	ppi_prediction
Nms	Ccr8	ppi_lr	ppi_prediction
Npw	Ccr8	ppi_lr	ppi_prediction
Npb	Ccr8	ppi_lr	ppi_prediction
Rln3	Ccr8	ppi_lr	ppi_prediction
Ccl19	Ccr8	ppi_lr	ppi_prediction
Cxcl16	Ccr8	ppi_lr	ppi_prediction
Ccl28	Ccr8	ppi_lr	ppi_prediction
Hebp1	Ccr8	ppi_lr	ppi_prediction
Apln	Ccr8	ppi_lr	ppi_prediction
Gm13306	Ccr8	ppi_lr	ppi_prediction
Insl5	Ccr8	ppi_lr	ppi_prediction
Sst	Ccr9	ppi_lr	ppi_prediction
Ccl20	Ccr9	ppi_lr	ppi_prediction
Cxcl9	Ccr9	ppi_lr	ppi_prediction
Pnoc	Ccr9	ppi_lr	ppi_prediction
Nms	Ccr9	ppi_lr	ppi_prediction
Npw	Ccr9	ppi_lr	ppi_prediction
Npb	Ccr9	ppi_lr	ppi_prediction
Rln3	Ccr9	ppi_lr	ppi_prediction
Ccl19	Ccr9	ppi_lr	ppi_prediction
Cxcl16	Ccr9	ppi_lr	ppi_prediction
Ccl28	Ccr9	ppi_lr	ppi_prediction
Hebp1	Ccr9	ppi_lr	ppi_prediction
Apln	Ccr9	ppi_lr	ppi_prediction
Gm13306	Ccr9	ppi_lr	ppi_prediction
Insl5	Ccr9	ppi_lr	ppi_prediction
Sema3a	Plxna3	ppi_lr	ppi_prediction
Sema6d	Plxna3	ppi_lr	ppi_prediction
Efnb1	Epha5	ppi_lr	ppi_prediction
Efnb3	Epha5	ppi_lr	ppi_prediction
Prok1	F2rl1	ppi_lr	ppi_prediction
Qrfp	F2rl1	ppi_lr	ppi_prediction
Kiss1	F2rl1	ppi_lr	ppi_prediction
Nms	F2rl1	ppi_lr	ppi_prediction
Uts2b	F2rl1	ppi_lr	ppi_prediction
Prok2	F2rl1	ppi_lr	ppi_prediction
Ghrl	F2rl1	ppi_lr	ppi_prediction
Tac2	F2rl1	ppi_lr	ppi_prediction
Artn	Gfra1	ppi_lr	ppi_prediction
Sst	Cxcr4	ppi_lr	ppi_prediction
Ccl20	Cxcr4	ppi_lr	ppi_prediction
Cxcl9	Cxcr4	ppi_lr	ppi_prediction
Pnoc	Cxcr4	ppi_lr	ppi_prediction
Nms	Cxcr4	ppi_lr	ppi_prediction
Npw	Cxcr4	ppi_lr	ppi_prediction
Npb	Cxcr4	ppi_lr	ppi_prediction
Rln3	Cxcr4	ppi_lr	ppi_prediction
Ccl19	Cxcr4	ppi_lr	ppi_prediction
Cxcl16	Cxcr4	ppi_lr	ppi_prediction
Ccl28	Cxcr4	ppi_lr	ppi_prediction
Hebp1	Cxcr4	ppi_lr	ppi_prediction
Apln	Cxcr4	ppi_lr	ppi_prediction
Gm13306	Cxcr4	ppi_lr	ppi_prediction
Insl5	Cxcr4	ppi_lr	ppi_prediction
Efnb3	Vldlr	ppi_lr	ppi_prediction
Eda	Il9r	ppi_lr	ppi_prediction
Adm2	Mc2r	ppi_lr	ppi_prediction
Rln3	Mc2r	ppi_lr	ppi_prediction
Pth2	Mc2r	ppi_lr	ppi_prediction
Adm2	Mc1r	ppi_lr	ppi_prediction
Rln3	Mc1r	ppi_lr	ppi_prediction
Pth2	Mc1r	ppi_lr	ppi_prediction
Adm2	Ghrhr	ppi_lr	ppi_prediction
Rln3	Ghrhr	ppi_lr	ppi_prediction
Pth2	Ghrhr	ppi_lr	ppi_prediction
Adm2	Pth1r	ppi_lr	ppi_prediction
Rln3	Pth1r	ppi_lr	ppi_prediction
Clec11a	Traf2	ppi_lr	ppi_prediction
Tnfsf13b	Traf2	ppi_lr	ppi_prediction
Adm2	Crhr2	ppi_lr	ppi_prediction
Rln3	Crhr2	ppi_lr	ppi_prediction
Pth2	Crhr2	ppi_lr	ppi_prediction
Adm2	Htr4	ppi_lr	ppi_prediction
Rln3	Htr4	ppi_lr	ppi_prediction
Pth2	Htr4	ppi_lr	ppi_prediction
Tnfsf13b	Itga7	ppi_lr	ppi_prediction
Gdf2	Acvr2b	ppi_lr	ppi_prediction
Efnb3	Lrp8	ppi_lr	ppi_prediction
Nms	Grm4	ppi_lr	ppi_prediction
Npw	Grm4	ppi_lr	ppi_prediction
Npb	Grm4	ppi_lr	ppi_prediction
Rln3	Grm4	ppi_lr	ppi_prediction
Ccl19	Grm4	ppi_lr	ppi_prediction
Cxcl16	Grm4	ppi_lr	ppi_prediction
Ccl28	Grm4	ppi_lr	ppi_prediction
Hebp1	Grm4	ppi_lr	ppi_prediction
Apln	Grm4	ppi_lr	ppi_prediction
Gm13306	Grm4	ppi_lr	ppi_prediction
Insl5	Grm4	ppi_lr	ppi_prediction
Efnb3	Epha7	ppi_lr	ppi_prediction
Nms	P2ry14	ppi_lr	ppi_prediction
Npw	P2ry14	ppi_lr	ppi_prediction
Npb	P2ry14	ppi_lr	ppi_prediction
Rln3	P2ry14	ppi_lr	ppi_prediction
Ccl19	P2ry14	ppi_lr	ppi_prediction
Cxcl16	P2ry14	ppi_lr	ppi_prediction
Ccl28	P2ry14	ppi_lr	ppi_prediction
Hebp1	P2ry14	ppi_lr	ppi_prediction
Apln	P2ry14	ppi_lr	ppi_prediction
Gm13306	P2ry14	ppi_lr	ppi_prediction
Insl5	P2ry14	ppi_lr	ppi_prediction
Nms	Npy5r	ppi_lr	ppi_prediction
Npw	Npy5r	ppi_lr	ppi_prediction
Npb	Npy5r	ppi_lr	ppi_prediction
Rln3	Npy5r	ppi_lr	ppi_prediction
Ccl19	Npy5r	ppi_lr	ppi_prediction
Cxcl16	Npy5r	ppi_lr	ppi_prediction
Ccl28	Npy5r	ppi_lr	ppi_prediction
Hebp1	Npy5r	ppi_lr	ppi_prediction
Apln	Npy5r	ppi_lr	ppi_prediction
Gm13306	Npy5r	ppi_lr	ppi_prediction
Insl5	Npy5r	ppi_lr	ppi_prediction
Nms	C3ar1	ppi_lr	ppi_prediction
Npw	C3ar1	ppi_lr	ppi_prediction
Npb	C3ar1	ppi_lr	ppi_prediction
Rln3	C3ar1	ppi_lr	ppi_prediction
Ccl19	C3ar1	ppi_lr	ppi_prediction
Cxcl16	C3ar1	ppi_lr	ppi_prediction
Ccl28	C3ar1	ppi_lr	ppi_prediction
Hebp1	C3ar1	ppi_lr	ppi_prediction
Apln	C3ar1	ppi_lr	ppi_prediction
Gm13306	C3ar1	ppi_lr	ppi_prediction
Insl5	C3ar1	ppi_lr	ppi_prediction
Rln3	Calcrl	ppi_lr	ppi_prediction
Pth2	Calcrl	ppi_lr	ppi_prediction
Uts2b	Npsr1	ppi_lr	ppi_prediction
Adm2	Npsr1	ppi_lr	ppi_prediction
Rln3	Npsr1	ppi_lr	ppi_prediction
Pth2	Npsr1	ppi_lr	ppi_prediction
Prok2	Npsr1	ppi_lr	ppi_prediction
Ghrl	Npsr1	ppi_lr	ppi_prediction
Tac2	Npsr1	ppi_lr	ppi_prediction
Ghrl	Prokr2	ppi_lr	ppi_prediction
Tac2	Prokr2	ppi_lr	ppi_prediction
Ghrl	Prokr1	ppi_lr	ppi_prediction
Tac2	Prokr1	ppi_lr	ppi_prediction
Ccl19	Rxfp4	ppi_lr	ppi_prediction
Cxcl16	Rxfp4	ppi_lr	ppi_prediction
Ccl28	Rxfp4	ppi_lr	ppi_prediction
Hebp1	Rxfp4	ppi_lr	ppi_prediction
Apln	Rxfp4	ppi_lr	ppi_prediction
Gm13306	Rxfp4	ppi_lr	ppi_prediction
Pth2	Rxfp2	ppi_lr	ppi_prediction
Ccl19	Lpar1	ppi_lr	ppi_prediction
Cxcl16	Lpar1	ppi_lr	ppi_prediction
Prok2	Lpar1	ppi_lr	ppi_prediction
Ccl28	Lpar1	ppi_lr	ppi_prediction
Hebp1	Lpar1	ppi_lr	ppi_prediction
Ghrl	Lpar1	ppi_lr	ppi_prediction
Tac2	Lpar1	ppi_lr	ppi_prediction
Apln	Lpar1	ppi_lr	ppi_prediction
Gm13306	Lpar1	ppi_lr	ppi_prediction
Insl5	Lpar1	ppi_lr	ppi_prediction
Prok2	Ghsr	ppi_lr	ppi_prediction
Tac2	Ghsr	ppi_lr	ppi_prediction
Prok2	Kiss1r	ppi_lr	ppi_prediction
Ghrl	Kiss1r	ppi_lr	ppi_prediction
Tac2	Kiss1r	ppi_lr	ppi_prediction
Prok2	Qrfpr	ppi_lr	ppi_prediction
Ghrl	Qrfpr	ppi_lr	ppi_prediction
Tac2	Qrfpr	ppi_lr	ppi_prediction
Prok2	F2rl3	ppi_lr	ppi_prediction
Ghrl	F2rl3	ppi_lr	ppi_prediction
Tac2	F2rl3	ppi_lr	ppi_prediction
Icam5	Sort1	ppi_lr	ppi_prediction
Prok2	Lpar4	ppi_lr	ppi_prediction
Ghrl	Lpar4	ppi_lr	ppi_prediction
Tac2	Lpar4	ppi_lr	ppi_prediction
Ccl19	Mchr1	ppi_lr	ppi_prediction
Cxcl16	Mchr1	ppi_lr	ppi_prediction
Prok2	Mchr1	ppi_lr	ppi_prediction
Ccl28	Mchr1	ppi_lr	ppi_prediction
Hebp1	Mchr1	ppi_lr	ppi_prediction
Ghrl	Mchr1	ppi_lr	ppi_prediction
Tac2	Mchr1	ppi_lr	ppi_prediction
Apln	Mchr1	ppi_lr	ppi_prediction
Gm13306	Mchr1	ppi_lr	ppi_prediction
Insl5	Mchr1	ppi_lr	ppi_prediction
Cxcl16	Nmur2	ppi_lr	ppi_prediction
Prok2	Nmur2	ppi_lr	ppi_prediction
Ccl28	Nmur2	ppi_lr	ppi_prediction
Hebp1	Nmur2	ppi_lr	ppi_prediction
Ghrl	Nmur2	ppi_lr	ppi_prediction
Tac2	Nmur2	ppi_lr	ppi_prediction
Apln	Nmur2	ppi_lr	ppi_prediction
Gm13306	Nmur2	ppi_lr	ppi_prediction
Insl5	Nmur2	ppi_lr	ppi_prediction
Prok2	Npffr1	ppi_lr	ppi_prediction
Ghrl	Npffr1	ppi_lr	ppi_prediction
Tac2	Npffr1	ppi_lr	ppi_prediction
Ccl28	Hrh4	ppi_lr	ppi_prediction
Hebp1	Hrh4	ppi_lr	ppi_prediction
Apln	Hrh4	ppi_lr	ppi_prediction
Gm13306	Hrh4	ppi_lr	ppi_prediction
Insl5	Hrh4	ppi_lr	ppi_prediction
Prok2	Nmur1	ppi_lr	ppi_prediction
Ccl28	Nmur1	ppi_lr	ppi_prediction
Hebp1	Nmur1	ppi_lr	ppi_prediction
Ghrl	Nmur1	ppi_lr	ppi_prediction
Tac2	Nmur1	ppi_lr	ppi_prediction
Apln	Nmur1	ppi_lr	ppi_prediction
Gm13306	Nmur1	ppi_lr	ppi_prediction
Insl5	Nmur1	ppi_lr	ppi_prediction
Prok2	Lpar2	ppi_lr	ppi_prediction
Ccl28	Lpar2	ppi_lr	ppi_prediction
Hebp1	Lpar2	ppi_lr	ppi_prediction
Ghrl	Lpar2	ppi_lr	ppi_prediction
Tac2	Lpar2	ppi_lr	ppi_prediction
Apln	Lpar2	ppi_lr	ppi_prediction
Gm13306	Lpar2	ppi_lr	ppi_prediction
Insl5	Lpar2	ppi_lr	ppi_prediction
Apln	Rxfp3	ppi_lr	ppi_prediction
Gm13306	Rxfp3	ppi_lr	ppi_prediction
Insl5	Hrh3	ppi_lr	ppi_prediction
Gdnf	Ncam1	ppi_l_bidir	ppi_prediction
Ccl17	Vcam1	ppi_l_bidir	ppi_prediction
Bdnf	Ncam1	ppi_l_bidir	ppi_prediction
Gstp2	Vcam1	ppi_l_bidir	ppi_prediction
Areg	Icam1	ppi_l_bidir	ppi_prediction
Arf1	Vcam1	ppi_l_bidir	ppi_prediction
Rtn4	Cntn1	ppi_l_bidir	ppi_prediction
Fga	Itgb1	ppi_l_bidir	ppi_prediction
Ccl22	Vcam1	ppi_l_bidir	ppi_prediction
Angpt2	Itgb1	ppi_l_bidir	ppi_prediction
Bdnf	F11r	ppi_l_bidir	ppi_prediction
a	F11r	ppi_l_bidir	ppi_prediction
Kng1	Itgb2	ppi_l_bidir	ppi_prediction
Thbs1	Itgam	ppi_l_bidir	ppi_prediction
Fn1	Mag	ppi_l_bidir	ppi_prediction
Serping1	Selp	ppi_l_bidir	ppi_prediction
C3	Itgam	ppi_l_bidir	ppi_prediction
Cfh	Itgam	ppi_l_bidir	ppi_prediction
Fga	Cdh5	ppi_l_bidir	ppi_prediction
Tnc	Cntn1	ppi_l_bidir	ppi_prediction
Ctsg	Vcam1	ppi_l_bidir	ppi_prediction
Ctsg	Selplg	ppi_l_bidir	ppi_prediction
Serping1	Sele	ppi_l_bidir	ppi_prediction
Pvr	Nectin3	ppi_l_bidir	ppi_prediction
Pvr	Nectin1	ppi_l_bidir	ppi_prediction
Vegfd	Itga9	ppi_l_bidir	ppi_prediction
Col2a1	Mag	ppi_l_bidir	ppi_prediction
Agrn	Itgb1	ppi_l_bidir	ppi_prediction
Agrn	Ncam1	ppi_l_bidir	ppi_prediction
Pspn	Ncam1	ppi_l_bidir	ppi_prediction
Sema7a	Itgb1	ppi_l_bidir	ppi_prediction
Plg	Cdh1	ppi_l_bidir	ppi_prediction
Tgfb1	Itgb1	ppi_l_bidir	ppi_prediction
Tgfb1	F11r	ppi_l_bidir	ppi_prediction
Col1a1	Mag	ppi_l_bidir	ppi_prediction
Col4a1	Ncam1	ppi_l_bidir	ppi_prediction
Col4a1	Mag	ppi_l_bidir	ppi_prediction
Apoe	Vcam1	ppi_l_bidir	ppi_prediction
Anxa1	Itga4	ppi_l_bidir	ppi_prediction
Anxa1	Vcam1	ppi_l_bidir	ppi_prediction
App	Ncam1	ppi_l_bidir	ppi_prediction
App	Mag	ppi_l_bidir	ppi_prediction
App	Cntn1	ppi_l_bidir	ppi_prediction
Lamb1	L1cam	ppi_l_bidir	ppi_prediction
Thbs1	Itga4	ppi_l_bidir	ppi_prediction
Fgf2	Glg1	ppi_l_bidir	ppi_prediction
Gstp2	Itga4	ppi_l_bidir	ppi_prediction
Cd24a	L1cam	ppi_l_bidir	ppi_prediction
Lama1	L1cam	ppi_l_bidir	ppi_prediction
Dlk1	Ocln	ppi_l_bidir	ppi_prediction
Cd86	Cd80	ppi_l_bidir	ppi_prediction
Il13	Vcam1	ppi_l_bidir	ppi_prediction
Cx3cl1	Itgb1	ppi_l_bidir	ppi_prediction
Hspg2	Itgb1	ppi_l_bidir	ppi_prediction
Icam4	Itgb1	ppi_l_bidir	ppi_prediction
Cx3cl1	Itgb2	ppi_l_bidir	ppi_prediction
Mmp13	Itgam	ppi_l_bidir	ppi_prediction
Psen1	Cdh1	ppi_l_bidir	ppi_prediction
Mmp9	Itgam	ppi_l_bidir	ppi_prediction
Col18a1	Selp	ppi_l_bidir	ppi_prediction
Icam4	Itga4	ppi_l_bidir	ppi_prediction
Sema4d	Ptprc	ppi_l_bidir	ppi_prediction
Col18a1	Sell	ppi_l_bidir	ppi_prediction
Il12a	Cd28	ppi_l_bidir	ppi_prediction
Pvr	Cdh1	ppi_l_bidir	ppi_prediction
Ccl5	Cdh1	ppi_l_bidir	ppi_prediction
Rtn4	Cntnap1	ppi_l_bidir	ppi_prediction
Efnb2	Pecam1	ppi_l_bidir	ppi_prediction
Nlgn1	Cntnap1	ppi_l_bidir	ppi_prediction
Csf1	Cldn11	ppi_l_bidir	ppi_prediction
App	Nfasc	ppi_l_bidir	ppi_prediction
Rps19	Icam1	ppi_l_bidir	ppi_prediction
Thbs1	Itgb1	ppi_l_bidir	ppi_prediction
Tgfb3	Itgb1	ppi_l_bidir	ppi_prediction
Hsp90b1	Itgb1	ppi_l_bidir	ppi_prediction
Mmp9	Itgb1	ppi_l_bidir	ppi_prediction
Vegfb	Itgb1	ppi_l_bidir	ppi_prediction
Psen1	Itgb1	ppi_l_bidir	ppi_prediction
Lamb2	Itgb1	ppi_l_bidir	ppi_prediction
Ltb	Itgb1	ppi_l_bidir	ppi_prediction
Tnfsf13b	Itgb1	ppi_l_bidir	ppi_prediction
Il10	Cd28	ppi_l_bidir	ppi_prediction
Il21	Cd28	ppi_l_bidir	ppi_prediction
Mmp9	Cdh1	ppi_l_bidir	ppi_prediction
Adam9	Cdh1	ppi_l_bidir	ppi_prediction
Adam15	Cdh1	ppi_l_bidir	ppi_prediction
Mdk	Ncam1	ppi_l_bidir	ppi_prediction
Artn	Ncam1	ppi_l_bidir	ppi_prediction
Nrtn	Ncam1	ppi_l_bidir	ppi_prediction
Tnfsf9	Icam2	ppi_l_bidir	ppi_prediction
Rps19	Itga4	ppi_l_bidir	ppi_prediction
Copa	Itga4	ppi_l_bidir	ppi_prediction
Yars	Itga4	ppi_l_bidir	ppi_prediction
Arf1	Itga4	ppi_l_bidir	ppi_prediction
Wnt3	Cdh2	ppi_l_bidir	ppi_prediction
Wnt3a	Cdh2	ppi_l_bidir	ppi_prediction
Rps19	Vcam1	ppi_l_bidir	ppi_prediction
Copa	Vcam1	ppi_l_bidir	ppi_prediction
Yars	Vcam1	ppi_l_bidir	ppi_prediction
Ncam1	Fgfr1	ppi_bidir_r	ppi_prediction
Ptprc	Epor	ppi_bidir_r	ppi_prediction
Ptprc	Met	ppi_bidir_r	ppi_prediction
Ptprc	Insr	ppi_bidir_r	ppi_prediction
Cntn2	Egfr	ppi_bidir_r	ppi_prediction
Ptprc	Lepr	ppi_bidir_r	ppi_prediction
Ptprc	Erbb2	ppi_bidir_r	ppi_prediction
Ptprc	Ghr	ppi_bidir_r	ppi_prediction
Ncam1	Gfra1	ppi_bidir_r	ppi_prediction
Ptprc	Cxcr4	ppi_bidir_r	ppi_prediction
Ncam1	Ntrk1	ppi_bidir_r	ppi_prediction
Icam1	Egfr	ppi_bidir_r	ppi_prediction
Cdh1	Lrp6	ppi_bidir_r	ppi_prediction
Cntn1	Notch1	ppi_bidir_r	ppi_prediction
Cdh2	Cdon	ppi_bidir_r	ppi_prediction
Cdh15	Cdon	ppi_bidir_r	ppi_prediction
Ptprc	Pdgfrb	ppi_bidir_r	ppi_prediction
Itgb1	Csf2rb	ppi_bidir_r	ppi_prediction
Icam1	Csf2rb	ppi_bidir_r	ppi_prediction
Itgb1	Itga5	ppi_bidir_r	ppi_prediction
Itgb1	Dag1	ppi_bidir_r	ppi_prediction
Itgb1	Igf1r	ppi_bidir_r	ppi_prediction
Itgb1	Itga3	ppi_bidir_r	ppi_prediction
Itgb1	Cd36	ppi_bidir_r	ppi_prediction
Itgb1	Plaur	ppi_bidir_r	ppi_prediction
Itgb1	Cd47	ppi_bidir_r	ppi_prediction
Itgb1	Flt4	ppi_bidir_r	ppi_prediction
Itgb1	Itgav	ppi_bidir_r	ppi_prediction
Itgb1	Itga6	ppi_bidir_r	ppi_prediction
Itgb1	Cd151	ppi_bidir_r	ppi_prediction
Itgb1	Itga2	ppi_bidir_r	ppi_prediction
Itgb1	Itga1	ppi_bidir_r	ppi_prediction
Itgb1	Itga8	ppi_bidir_r	ppi_prediction
Itgb1	Itga11	ppi_bidir_r	ppi_prediction
Pecam1	Sdc1	ppi_bidir_r	ppi_prediction
Itgb2	Plaur	ppi_bidir_r	ppi_prediction
Itgb2	Itgax	ppi_bidir_r	ppi_prediction
Itgb2	Itgad	ppi_bidir_r	ppi_prediction
Ptprc	Ifnar1	ppi_bidir_r	ppi_prediction
Pecam1	Sdc4	ppi_bidir_r	ppi_prediction
Itgam	Plaur	ppi_bidir_r	ppi_prediction
Itgb7	Itgae	ppi_bidir_r	ppi_prediction
Cdh5	Kdr	ppi_bidir_r	ppi_prediction
Ptprc	Tek	ppi_bidir_r	ppi_prediction
Itga4	Cxcr4	ppi_bidir_r	ppi_prediction
Pecam1	Cxcr4	ppi_bidir_r	ppi_prediction
Itga4	Cd44	ppi_bidir_r	ppi_prediction
Icam1	Il2rg	ppi_bidir_r	ppi_prediction
Cdh2	Ptprb	ppi_bidir_r	ppi_prediction
Cdh2	Boc	ppi_bidir_r	ppi_prediction
Cdh15	Boc	ppi_bidir_r	ppi_prediction
Ptprc	Tie1	ppi_bidir_r	ppi_prediction
Cdh2	Fgfr4	ppi_bidir_r	ppi_prediction
Pecam1	Ackr3	ppi_bidir_r	ppi_prediction
Pecam1	Gpc1	ppi_bidir_r	ppi_prediction
Ptprm	Ptprs	ppi_bidir_r	ppi_prediction
Nfasc	Nrcam	ppi_bidir_r	ppi_prediction
Cntn2	Nrcam	ppi_bidir_r	ppi_prediction
Mag	Rtn4r	ppi_bidir_r	ppi_prediction
Itgb2	Ptch1	ppi_bidir_r	ppi_prediction
Itgb2	Ptch2	ppi_bidir_r	ppi_prediction
Icam1	Eda2r	ppi_bidir_r	ppi_prediction
Itgb1	Pdgfrb	ppi_bidir_r	ppi_prediction
Itgb1	Igf2r	ppi_bidir_r	ppi_prediction
Itgb1	Sdc1	ppi_bidir_r	ppi_prediction
Itgb1	Itgax	ppi_bidir_r	ppi_prediction
Itgb1	Epha2	ppi_bidir_r	ppi_prediction
Itgb1	Ptch1	ppi_bidir_r	ppi_prediction
Itgb1	Itga7	ppi_bidir_r	ppi_prediction
Itgb1	Ncstn	ppi_bidir_r	ppi_prediction
Itgb1	Ptch2	ppi_bidir_r	ppi_prediction
Cd28	Ctla4	ppi_bidir_r	ppi_prediction
Cdh1	Kdr	ppi_bidir_r	ppi_prediction
Cdh1	Ddr1	ppi_bidir_r	ppi_prediction
Cdh1	Ddr2	ppi_bidir_r	ppi_prediction
Cdh1	Cdon	ppi_bidir_r	ppi_prediction
Cdh1	Ncstn	ppi_bidir_r	ppi_prediction
Cdh1	Boc	ppi_bidir_r	ppi_prediction
Ncam1	Fgfr2	ppi_bidir_r	ppi_prediction
Itga4	Ptch1	ppi_bidir_r	ppi_prediction
Cdh2	Ryk	ppi_bidir_r	ppi_prediction
Cdh2	Ddr1	ppi_bidir_r	ppi_prediction
Cdh2	Ddr2	ppi_bidir_r	ppi_prediction
Cdh2	Neo1	ppi_bidir_r	ppi_prediction
Mag	Ntrk2	ppi_bidir_r	ppi_prediction
Mag	Lingo1	ppi_bidir_r	ppi_prediction
Itgb7	Ptch1	ppi_bidir_r	ppi_prediction
Itgb7	Ptch2	ppi_bidir_r	ppi_prediction
Cdh5	Tgfbr1	ppi_bidir_r	ppi_prediction
Cdh5	Acvrl1	ppi_bidir_r	ppi_prediction
Cdh5	Tgfbr2	ppi_bidir_r	ppi_prediction
Cdh15	Neo1	ppi_bidir_r	ppi_prediction
Nectin2	Tnfrsf12a	ppi_bidir_r	ppi_prediction
Ptprc	Egfr	ppi_bidir_r	ppi_prediction
Cd28	Cd4	ppi_bidir_r	ppi_prediction
Ptprc	Cd4	ppi_bidir_r	ppi_prediction
Cd2	Cd4	ppi_bidir_r	ppi_prediction
Cntn1	Ptprb	ppi_bidir_r	ppi_prediction
Ptprc	Cd44	ppi_bidir_r	ppi_prediction
Ncam1	Egfr	ppi_bidir_r	ppi_prediction
Vcam1	Fas	ppi_bidir_r	ppi_prediction
Icam2	Nrp1	ppi_bidir_r	ppi_prediction
Icam2	Cd44	ppi_bidir_r	ppi_prediction
Alcam	Egfr	ppi_bidir_r	ppi_prediction
Cdh1	Egfr	ppi_bidir_r	ppi_prediction
Cdh1	Erbb2	ppi_bidir_r	ppi_prediction
Itgb1	Itga10	ppi_bidir_r	ppi_prediction
Pecam1	Itga5	ppi_bidir_r	ppi_prediction
L1cam	Itga5	ppi_bidir_r	ppi_prediction
F11r	Ptprb	ppi_bidir_r	ppi_prediction
F11r	F2rl2	ppi_bidir_r	ppi_prediction
Ptprc	Ntrk1	ppi_bidir_r	ppi_prediction
Cdh1	Met	ppi_bidir_r	ppi_prediction
Pecam1	Itgb3	ppi_bidir_r	ppi_prediction
Cdh3	Igf1r	ppi_bidir_r	ppi_prediction
Itgb2	Egfr	ppi_bidir_r	ppi_prediction
Cadm1	Itgb4	ppi_bidir_r	ppi_prediction
L1cam	Erbb3	ppi_bidir_r	ppi_prediction
Cdh5	Egfr	ppi_bidir_r	ppi_prediction
Selp	Gp1ba	ppi_bidir_r	ppi_prediction
Itgam	Gp1ba	ppi_bidir_r	ppi_prediction
Cdh5	Ptprb	ppi_bidir_r	ppi_prediction
Cdh5	Epha2	ppi_bidir_r	ppi_prediction
Cdh5	F2rl2	ppi_bidir_r	ppi_prediction
Cntn1	Notch2	ppi_bidir_r	ppi_prediction
Cntn1	Ptprz1	ppi_bidir_r	ppi_prediction
Icam1	Il2ra	ppi_bidir_r	ppi_prediction
Sell	Cd4	ppi_bidir_r	ppi_prediction
Sele	Cd44	ppi_bidir_r	ppi_prediction
Madcam1	Cd44	ppi_bidir_r	ppi_prediction
Cntnap1	Ptprb	ppi_bidir_r	ppi_prediction
Cdh1	Fgfr1	ppi_bidir_r	ppi_prediction
L1cam	Fgfr1	ppi_bidir_r	ppi_prediction
Cd80	Ngfr	ppi_bidir_r	ppi_prediction
Mag	Ngfr	ppi_bidir_r	ppi_prediction
Cdh1	Ptprf	ppi_bidir_r	ppi_prediction
Ocln	Tgfbr1	ppi_bidir_r	ppi_prediction
Ptprc	Cd8a	ppi_bidir_r	ppi_prediction
L1cam	Itgav	ppi_bidir_r	ppi_prediction
Jam3	Itgax	ppi_bidir_r	ppi_prediction
Jam3	F2rl2	ppi_bidir_r	ppi_prediction
Jam2	F2rl2	ppi_bidir_r	ppi_prediction
Cdh4	Mtnr1b	ppi_bidir_r	ppi_prediction
L1cam	Nrp1	ppi_bidir_r	ppi_prediction
